Local,Trabalho,Título,Autores/Participantes
Centro de Ciencias Juridicas e Economicas,2869,A IMPORTÂNCIA DE UMA POLÍTICA DE ACESSO A EQUIPAMENTOS PÚBLICOS NA REDE DE ENFRENTAMENTO À VIOLÊNCIA DOMÉSTICA DO MUNICÍPIO DO RIO DE JANEIRO,"ISABEL ALMEIDA,MARIA WALKIRIA DE FARO COELHO GUEDES CABRAL,RUTE GAWANTKA EVANGELISTA"
Centro de Ciencias Juridicas e Economicas,3289,ACESSO A ÁGUA E ESGOTO NAS ÁREAS MAIS PRECÁRIAS NOS COMPLEXOS DE FAVELAS DO RIO DE JANEIRO: ANÁLISE DE PERIÓDICOS SOBRE O TEMA,"GABRIELA HAFNER SOARES,MAURO KLEIMAN"
Centro de Ciencias Juridicas e Economicas,4578,CONTRATAÇÕES PÚBLICAS COM DESEMPENHO INSATISFATÓRIO E AS RESCISÕES NOS CONTRATOS PARA PRESTAÇÃO DE SERVIÇOS NAS UNIVERSIDADES FEDERAIS DO RJ,"MARCOS VINÍCIUS REZENDE DA SILVA,PAULO RICARDO DA COSTA REIS"
Centro de Ciencias Juridicas e Economicas,4825,TRANSPARÊNCIA ATIVA NAS CONTRATAÇÕES PÚBLICAS DOS MUNICÍPIOS DA BAIXADA FLUMINENSE,"FERNANDA TORRES OLIVEIRA,PAULO RICARDO DA COSTA REIS"
Centro de Ciencias Juridicas e Economicas,1599,MATERIAIS E TECNOLOGIAS NÃO CONVENCIONAIS (MTNCS) PARA CONSTRUÇÕES ECOLÓGICAS E SUSTENTÁVEIS,"LUISA NUNES,PIERRE OHAYON"
Centro de Ciencias Juridicas e Economicas,2449,MOBILIDADE URBANA EM JAPERI/RJ: ÊNFASE NAS POLÍTICAS PÚBLICAS EM TRANSPORTES,"OTAVIO ALVES DE BRITO LUCINDO DA SILVA,ZAINA SAID EL HAJJ"
Centro de Ciencias Juridicas e Economicas,5531,INCLUSÃO DIGITAL EM EMPREENDIMENTOS ECONÔMICOS SOLIDÁRIOS (EES),"AMANDA KRISHNA DE OLIVEIRA,ELIANE RIBEIRO PEREIRA,JOSÉ ROBERTO DOURADO MAFRA,LEONARDO RUMA MARTINS,VALERIA ALMEIDA DE LIMA"
Centro de Ciencias Juridicas e Economicas,5987,EMPREENDEDORISMO SOCIAL: DESAFIOS E PERSPECTIVAS,"ELIANE RIBEIRO PEREIRA,FINCO,GUILHERME SOUZA FERNANDES,JOSÉ ROBERTO DOURADO MAFRA,MARIA EUGENIA GEOVANUCI,PABLO DOS SANTOS DA SILVA"
Centro de Ciencias Juridicas e Economicas,1708,O PAPEL DA CIÊNCIA NA DEFINIÇÃO DO ILÍCITO,"LUCAS TEIXEIRA REIS BARBOSA,MARGARIDA CAMARGO"
Centro de Ciencias Juridicas e Economicas,2199,UM PANORAMA SOCIOLÓGICO DA CONSTRUÇÃO BIOGRRÁFICA NOS DISCURSOS JORNALÍSTICO E JURÍDICO,"FELIPE RABELLO DE LIMA DE ALMEIDA CELESTRE,LUIZ EDUARDO DE VASCONCELLOS FIGUEIRA"
Centro de Ciencias Juridicas e Economicas,4929,DEMANDAS PUNITIVAS NA PROMOÇÃO DE DIREITOS: UM ESTUDO CRIMINOLÓGICO DA REAÇÃO SOCIAL,"BEATRIZ MEIRELLES NOCITO,JOSÉ ROBERTO FRANCO XAVIER"
Centro de Ciencias Juridicas e Economicas,1371,PARLAMENTARISMO NA AMÉRICA LATINA: AVANÇO OU RETROCESSO?,"JOãO FELIPE MOREIRA LOPES ORTEGA TERRA,LILIAN BALMANT EMERIQUE"
Centro de Ciencias Juridicas e Economicas,2219,CRIANÇAS-SOLDADOS E DIREITO INTERNACIONAL: UM DIÁLOGO A PARTIR DA LITERATURA,"ANA PAULA BARBOSA-FOHRMANN,ANNA CARAMURU PESSOA AUBERT,GUSTAVO CARDOSO SILVA"
Centro de Ciencias Juridicas e Economicas,2480,APLICAÇÃO DE MECANISMOS DE COOPERAÇÃO JURÍDICA INTERNACIONAL PARA RECONHECIMENTO DE DIVÓRCIOS ESTRANGEIROS NO BRASIL,"ISABELLY GONçALVES BARBOSA,MARCOS VINICIUS TORRES PEREIRA"
Centro de Ciencias Juridicas e Economicas,3741,O PROCESSO DE FINANCEIRIZAÇÃO NO CONTEXTO NEOLIBERAL E O EFEITO SOB AS MULHERES EM SITUAÇÃO DE POBREZA DURANTE A PANDEMIA,"FERNANDA CRISTINA TORRES MAURELLI,MARGARITA OLIVERA"
Centro de Ciencias Juridicas e Economicas,4200,INFORMALIDADE LAB ORAL E INSERÇÃO DAS MULHERES NEGRAS NO MERCADO DE TRABALHO BRASILEIRO: RUPTURAS E CONTINUIDADES HISTÓRICAS,"DORA MEIRELES GESTEIRA NASCIMENTO,MARGARITA OLIVERA"
Centro de Ciencias Juridicas e Economicas,4364,FINANCEIRIZAÇÃO DA POBREZA E ENDIVIDAMENTO DAS MULHERES,"CLARA DOS SANTOS BARROS,MARGARITA OLIVERA,MARIA LAURA PAIVA SALES DA SILVA,PÂMELA DIAS MENDES VIANA FERREIRA"
Centro de Ciencias Juridicas e Economicas,4517,ECONOMIA E FEMINISMOS NA SOCIEDADE BRASILEIRA,"LUISA GRISOLIA ROUXINOL,MARGARITA OLIVERA,RAPHAELLA DE MORAIS CHAGAS"
Centro de Ciencias Juridicas e Economicas,3374,"“QUEM DIZ QUE É FÁCIL, BLASFEMA; QUEM DIZ QUE É TRABALHO SA, BLASFEMA”: O ESTREITAMENTO DAS RELAÇÕES BILATERAIS ENTRE BRASIL E EMIRADOS ÁRABES UNIDOS","LARISSA ROSEVICS,PEDRO KAUAN LUCAS MILANO"
Centro de Ciencias Juridicas e Economicas,5462,AS TRANSFORMAÇÕES DO PÓS-GUERRA FRIA PARA A PRODUÇÃO DA VIOLÊNCIA IRREGULAR NO SISTEMA INTERNACIONAL,"ARTHUR MEIRELLES BAGNO,BRENDA DE OLIVEIRA BRASIL,DIOGO MONTEIRO DARIO"
Centro de Ciencias Juridicas e Economicas,5504,PÓS-GUERRA FRIA: ESTRUTURANDO A PAZ NO NOVO JOGO DE PODER,"ALICE VERMELHO LEAO CAMARGO,MAURICIO METRI"
Centro de Ciencias Juridicas e Economicas,6007,UMA ANÁLISE DAS RELAÇÕES BILATERAIS BRASIL-JAPÃO,"GABRIELA MOREIRA DE ARRUDA,LARISSA ROSEVICS"
Centro de Ciencias Juridicas e Economicas,861,SEMINÁRIO INTERNACIONAL A ARTE DA BIBLIOGRAFIA: CARACTERIZAÇÃO DE SUA PRODUÇÃO CIENTÍFICA DE 2015 A 2020.,"ANDRE VIEIRA DE FREITAS ARAUJO,CAROLINA FERNANDES DE MEDEIROS BARROS"
Centro de Ciencias Juridicas e Economicas,1906,O IMPACTO DA VIDA ACADÊMICA NO COMPORTAMENTO DE LEITURA DOS ESTUDANTES DE BIBLIOTECONOMIA DA UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,"PATRíCIA MALLMANN SOUTO PEREIRA,THALLIANY DA SILVA OTTONI"
Centro de Ciencias Juridicas e Economicas,5335,PROPOSTA DE UMA POLÍTICA DE INDEXAÇÃO DE IMAGENS EM MOVIMENTO EM PLATAFORMAS DE STREAMING,"ANNA CLARA BEZERRA BARBOSA,CARLA BEATRIZ MARQUES FELIPE"
Centro de Ciencias Juridicas e Economicas,5637,A INFORMAÇÃO CINEMATOGRÁFICA E A REPRESENTAÇÃO DA SEXUALIDADE FEMININA NA NOUVELLE 3 VAGUE,"PAMELA SILVA VIANA,ROBSON COSTA"
Centro de Ciencias Juridicas e Economicas,1445,A REPRESENTAÇÃO POLÍTICA E A CENTRALIDADE DO PRESIDENTE BRASILEIRO NOS,"LUANA DOS SANTOS MARCELINO,MARCELO CASTAñEDA"
Centro de Ciencias Juridicas e Economicas,1476,POSSIBILIDADES ORGANIZATIVAS NO TWITTER: UMA ETNOGRAFIA NOS,"MARCELO CASTAñEDA,VITóRIA MACEDO DE REZENDE"
Centro de Ciencias Juridicas e Economicas,3424,DESINFORMAÇÃO E OS SEUS IMPACTOS NA DEMOCRACIA CONTEMPORÂNEA BRASILEIRA: UMA INVESTIGAÇÃO DA CAMPANHA PRESIDENCIAL DE 2022,"GABRIEL DE SOUZA VALUANO,RICARDO HENRY DIAS ROHM"
Centro de Ciencias Juridicas e Economicas,3586,LIDERANÇA TRANSFORMADORA E O IMPACTO DAS TECNOLOGIAS DA INFORMAÇÃO NOS MOVIMENTOS SOCIAIS CONTEMPORÂNEOS,"RICARDO HENRY DIAS ROHM,SOFIA XAVIER"
Centro de Ciencias Juridicas e Economicas,1877,FAVELAS IRRECUPERÁVEIS - OS MORROS CARIOCAS E AASSEMBLEIA CONSTITUINTE DO ESTADO DA GUANABARA,"LILIAN BALMANT EMERIQUE,VITOR JORGE GONçALVES VASCONCELOS"
Centro de Ciencias Juridicas e Economicas,3506,A AUTONOMIA UNIVERSITÁRIA NO MÉXICO E SUAS SEMELHANÇAS COM A AUTONOMIA UNIVERSITÁRIA NO BRASIL,"CAROLINA MACHADO CYRILLO DA SILVA,JULIA SCHNEIDER,LUIZ FERNANDO CASTILHOS SILVEIRA,VITORIA VIVIAN CHIESA"
Centro de Ciencias Juridicas e Economicas,4309,DA COLONIALIDADE DO PODER AOS INSTRUMENTOS DE PARTICIPAÇÃO POPULAR: UM PANORAMA ENTRE BRASIL E BOLÍVIA,"LILIAN BALMANT EMERIQUE,MILLENA COELHO NASCIMENTO SILVA"
Centro de Ciencias Juridicas e Economicas,5282,DEMOCRACIA DO PORVIR: CORPOS EXCEDENTES E PERCURSOS DE SUBJETIVAÇÃO,"ANA CLARA SILVA SABARá,LUCIANO NUZZO"
Centro de Ciencias Juridicas e Economicas,3060,VIOLÊNCIA POLICIAL E CORTE INTERAMERICANA DE DIREITOS HUMANOS: PARÂMETROS PARA CONSTRUÇÃO DE UMA SEGURANÇA PÚBLICA CIDADÃ,"ALISSA ISHAKEWITSCH,ISADORA MARQUES MERLI,SIDDHARTA LEGALE,THAINÁ MAMEDE COUTO DA CRUZ"
Centro de Ciencias Juridicas e Economicas,5979,PATERNALISMO LIBERTÁRIO E ANÁLISE DE IMPACTO REGULATÓRIO RETROSPECTIVA - DA EFICIÊNCIA À MAXIMIZAÇÃO DAS LIBERDADES INDIVIDUAIS,"CARLOS BOLONHA,JULIA BRAND BRAGANTIN,LUCIANA SILVEIRA ARDENTE"
Centro de Ciencias Juridicas e Economicas,6035,LIBERDADE DE IMPRENSA E MÍDIAS COMUNITÁRIAS,"FABIANA RODRIGUES BARLETTA,LUIZ EDUARDO DE VASCONCELLOS FIGUEIRA,THIAGO PIMENTA VIEIRA"
Centro de Ciencias Juridicas e Economicas,6057,RECONHECIMENTO DA FILILIAÇÃO BIOLÓGICA COM BASE APENAS NO CRITÉRIO GENÉTICO EM CASO DE MULTIPARENTALIDADE,"FABIANA RODRIGUES BARLETTA,IGOR GUINDANI"
Centro de Ciencias Juridicas e Economicas,3276,C ORAL DO CCJE - A MÚSICA E O ENCONTRO. A TROCA E O ACOLHIMENTO,"GUILHERME IMIA MIRA GOUVêA SILVA,LUCAS LINDEMAYER FERNANDES,WALDELICE MARIA SILVA DE SOUZA"
Centro de Ciencias Juridicas e Economicas,4831,AÇÕES CULTURAIS DE INTEGRAÇÃO E ARTICULAÇÃO,"JúLIA RIBEIRO,LETíCIA ABREU PAIXãO,THAIS DE SOUZA ANDRADE,WALDELICE MARIA SILVA DE SOUZA"
Centro de Ciencias Juridicas e Economicas,5398,REVISTA VERSUS: UMA EXPERIÊNCIA DE PRODUÇÃO DE PERIÓDICO DURANTE A PANDEMIA DO COVID-19,"BEATRIZ DOS SANTOS MONTEIRO BRAGA,GABRIELLE CRISTINA DIAS DA SILVA SANTOS,JúLIA RIBEIRO,LETíCIA ABREU PAIXãO,LETÍCIA DA PAZ MAIA,LICHA,WALDELICE MARIA SILVA DE SOUZA"
Centro de Ciencias Juridicas e Economicas,812,O ESTÁGIO NA EXPERIÊNCIA DO ESTUDANTE DE DIREITO: UM ESTUDO EMPÍRICO EM MEIO À PANDEMIA DA COVID-19 NO RIO DE JANEIRO,"NATÁLIA SOPRANI VALENTE MUNIZ,RODRIGO DE LACERDA CARELLI"
Centro de Ciencias Juridicas e Economicas,5565,"OS IMPACTOS DA PANDEMIA DA COVID-19 NA VIDA DAS MULHERES NO CONTEXTO BRASILEIRO: SOB A PERSPECTIVA DE RAÇA, CLASSE E GÊNERO.","MANUELLA BATISTA NOGUEIRA,MARIA EUGENIA SILVEIRA  DE MELLO RIBEIRO,MARIANA TROTTA DALLALANA QUINTANS"
Centro de Ciencias Juridicas e Economicas,5594,O AUMENTO DOS ÍNDICES DE INSEGURANÇA ALIMENTAR E DA FOME NA CIDADE DO RIO DE JANEIRO FRENTE À PANDEMIA DA COVID-19: UM ESTUDO DE CASO EXPLORATÓRIO.,"BEATRIZ RODRIGUES DE SOUZA,GILCIANE OLIVEIRA MODESTO,GUSTAVO DE LIMA LAURENTINO,ISABELLE FELIPE FERREIRA,JONATHAN JAYRO DA SILVA PAULA,KARINA DENARI GOMES DE MATTOS,LAURA MAZZA BAUMEIER MERHY,LUIZA ROSA MOREIRA DE SA OLIVEIRA,MARIA CLARA ARAUJO TAVARES,PIETRO CURZIO DE ALMEIDA,REBECA ZUQUI PINHEIRO,RUAN FRANCA SANTOS"
Centro de Ciencias Juridicas e Economicas,5701,INSTABILIDADE GERADA POR DECISÕES MONOCRÁTICAS NO CONTEXTO DA CPI PANDEMIA: REALIDADE JURÍDICA PRODUZIDA PELO STF OU ESTRATÉGIA MIDIÁTICA?,"KARINA DENARI GOMES DE MATTOS,LUCCA SOUZA MONTELLO DE ARAUJO,SABRINA REZENDE SERÓDIO,VICTORIA FERNANDES RIBAS"
Centro de Ciencias Juridicas e Economicas,5976,A CARACTERIZAÇÃO DA LEGITIMIDADE DEMOCRÁTICA NAS AUDIÊNCIAS PÚBLICAS DA ANVISA,"CARLOS BOLONHA,LUCAS FERREIRA BARROS"
Centro de Ciencias Juridicas e Economicas,6056,SERIA A PREVIDÊNCIA SOCIAL BRASILEIRA UM INSTRUMENTO DE NECROPOLÍTICA,"FABIANA RODRIGUES BARLETTA,SILVIO MOURA DE OLIVEIRA"
Centro de Ciencias Juridicas e Economicas,2541,PRISÃO EM FLAGRANTE E DIREITO PENAL DO INIMIGO: UMA ANÁLISE DOS CRITÉRIOS “NÃO OFICIAIS” ULTILIZADOS PELA POLÍCIA DO RIO DE JANEIRO PARA A PRISÃO EM FLAGRANTE,"ANTONIA MARCELA LOURENÇO LOPES,JUNYA RODRIGUES BARLETTA,MARINA FIKOTA,TAMIRIS GONÇALVES ALMEIDA"
Centro de Ciencias Juridicas e Economicas,2544,APORTES TEÓRICOS PARA A AVALIAÇÃO DE STANDARDS ADEQUADOS DE JUSTIFICAÇÃO DE PRISÕES PREVENTIVAS NAS AUDIÊNCIAS DE CUSTÓDIA,"JUNYA RODRIGUES BARLETTA,PAULA MERCEZ DOS SANTOS,THALIA MARTINS DE ANDRADE"
Centro de Ciencias Juridicas e Economicas,4102,"DISCURSOS PERIGOSISTAS, MÍDIA E POPULISMO PENAL: OS RISCOS DA SIMPLIFICAÇÃO DA JUSTIÇA E DO DIREITO PENA","ANTONIO JOSÉ TEIXEIRA MARTINS,DANIEL CAPECCHI NUNES,PEDRO FERNANDO GONZAGA DE OLIVEIRA"
Centro de Ciencias Juridicas e Economicas,1940,DISCUTINDO OS DESAFIOS CONTEMPORÂNEOS DO AUDIOVISUAL BRASILEIRO,"JULIA LEVY,MARIA MALTA"
Centro de Ciencias Juridicas e Economicas,2206,DEFESA DA CONCORRÊNCIA E MERCADOS DIGITAIS: DESAFIOS À ANALISE ANTITRUSTE NO BRASIL E NO MUNDO,"CAMILA CABRAL PIRES ALVES,JULIANA RODRIGUES DA SILVA,LUIZ FERNANDO MAGALHÃES SARDINHA"
Centro de Ciencias Juridicas e Economicas,2363,O DESENVOLVIMENTO ECONÔMICO DA AMÉRICA LATINA DIANTE DAS TRANSFORMAÇÕES DA ECONOMIA MUNDIAL (1970-2010),"LUCAS DE MELO BRITO,WILSON VIEIRA"
Centro de Ciencias Juridicas e Economicas,5242,PARA ALÉM DA DEPENDÊNCIA: UMA ANÁLISE COMPARATIVA DE ARGENTINA E BRASIL NO SÉCULO XVIII DENTRO DO SISTEMA CAPITALISTA COLONIAL,"CAIQUE ANDRIEWISKI PEREIRA DA SILVA,DANIEL BARREIROS"
Centro de Ciencias Juridicas e Economicas,534,MAPEAMENTO DE RECURSOS EDUCACIONAIS ABERTOS (REA) SOBRE DESENVOLVIMENTO SUSTENTÁVEL EM REPOSITÓRIOS INSTITUCIONAIS DE INSTITUIÇÕES DE ENSINO SUPERIOR (IES) IBERO-AMERICANA: AVALIAÇÃO PRELIMINAR,"ANA MARIA FERREIRA DE CARVALHO,KAISA DE SOUZA MORGADO,MYLENE PAULA,NYSIA OLIVEIRA DE Sá"
Centro de Ciencias Juridicas e Economicas,698,FOLKSONOMIAS E A ORGANIZAÇÃO DA INFORMAÇÃO NA ERA DA PÓS-VERDADE,"JOYCE BORGES COSMO DA SILVA,JULIANA HORTA DE ASSIS PINTO,MARIA EDUARDA IMAMURA DE ABREU"
Centro de Ciencias Juridicas e Economicas,735,A COMUNICAÇÃO E DIVULGAÇÃO CIENTÍFICA PROMOVIDA NO YOUTUBE PELOS PROGRAMAS DE PÓS- GRADUAÇÃO EM CIÊNCIA DA INFORMAÇÃO DO BRASIL: ENFOQUE NO CAMPO DA SAÚDE (2017-2021),"GUSTAVO FREIRE,MARCUS VINÍCIUS DE ALBUQUERQUE GUIMARÃES"
Centro de Ciencias Juridicas e Economicas,1017,AS PRÁTICAS INFORMATIVAS SOBRE A COVID-19 REALIZADAS PELAS BIBLIOTECAS ESPECIALIZADAS EM SAÚDE DA FUNDAÇÃO OSWALDO CRUZ: CONTRIBUTOS PARA O CAMPO DA COMUNICAÇÃO E DIVULGAÇÃO CIENTÍFICA,"CARLA BEATRIZ MARQUES FELIPE,MARCUS VINÍCIUS DE ALBUQUERQUE GUIMARÃES"
Centro de Ciencias Juridicas e Economicas,1359,BIBLIOTECONOMIA SOCIAL E SEU POTENCIAL DE CURA EM MEIO À REPRESENTATIVIDADE DE GÊNERO NOS AMBIENTES INFORMACIONAIS.,"AMANDA RAYOL SOLA DO ESPIRITO SANTO,CARLA BEATRIZ MARQUES FELIPE,PATRíCIA MALLMANN SOUTO PEREIRA"
Centro de Ciencias Juridicas e Economicas,1697,BIBLIOTECONOMIA SOCIAL: MAPEANDO A RELEVÂNCIA BIBLIOGRÁFICA DA AMÉRICA LATINA,"AMANDA RAYOL SOLA DO ESPIRITO SANTO,BARBARA GONÇALVES,CARLA BEATRIZ MARQUES FELIPE,NATASHA SILVA VALLADãO,NAYARA VITóRIA CALDAS DA SILVA,PATRíCIA MALLMANN SOUTO PEREIRA"
Centro de Ciencias Juridicas e Economicas,144,BIBLIOTECA DIGITAL DE MEMÓRIA LOCAL NA VILA RESIDENCIAL,"LAWRENCE MATHEUS EVANGELISTA DUARTE,LUCIANO RODRIGUES DE SOUZA COUTINHO,PATRíCIA MALLMANN SOUTO PEREIRA,PESTANA"
Centro de Ciencias Juridicas e Economicas,1537,"MÍDIA CORPORATIVA E POLÍTICA NOS ""ASSUNTOS DO MOMENTO"" DO TWITTER BRASIL","FELIPE SOLER MONTALVO,MARCELO CASTAñEDA"
Centro de Ciencias Juridicas e Economicas,3260,OS DESAFIOS DE SE PRESTAR CONSULTORIA DE GESTÃO AO TERCEIRO SETOR,"ARTHUR LEMOS CAPANEMA COUTO E SILVA,GIULIA PEDERNEIRAS DE CASTRO GOMES,RITA DE CASSIA MONTEIRO AFONSO"
Centro de Ciencias Juridicas e Economicas,4801,A SERVIÇO DO MERCADO: A RELAÇÃO ENTRE O STREAMING E A PRODUÇÃO INDEPENDENTE DE MÚSICA GRAVADA,"LETíCIA ABREU PAIXãO,MARCELO CASTAñEDA,NAVARRO"
Centro de Ciencias Juridicas e Economicas,5401,EMPREENDEDORISMO SOCIAL: DESAFIOS NA GESTÃO,"ELIANE RIBEIRO PEREIRA,GUILHERME SOUZA FERNANDES,JOSÉ ROBERTO DOURADO MAFRA,VALERIA ALMEIDA DE LIMA"
Centro de Ciencias Juridicas e Economicas,701,O SER HUMANO ENQUANTO COMPLEXO INFORMACIONAL: REFLEXÕES PRELIMINARES,"ANA SENNA,EVEN MARIA HOLANDA NERI JORGE,MARIA DE FATIMA SOUSA DE OLIVEIRA BARBOSA"
Centro de Ciencias Juridicas e Economicas,1734,RELATO DE EXPERIÊNCIA SOBRE O VII FÓRUM DE COMPETÊNCIA EM INFORMAÇÃO – PESQUISAS E PRÁTICAS NO RIO DE JANEIRO,"DARCYLENE VALENTE DA SILVA,MARIANNA ZATTAR,NYSIA OLIVEIRA DE Sá"
Centro de Ciencias Juridicas e Economicas,1767,AS ESTRATÉGIAS DE COMUNICAÇÃO E DIVULGAÇÃO CIENTÍFICAS UTILIZADAS PELA,"DA REVISTA CONHECIMENTO EM AÇÃO NO ANO DE : FLUXO INFORMACIONAL DO PERIÓDICO E SUAS REDES SOCIAIS DIGITAIS AUTORES E ORIENTADORES : GUSTAVO FREIRE,RAFAEL ASSUNçãO"
